Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
          21904	      1083	8000040e	03bce933	rem	x18,x25,x27	 x25:0x00000000 x27:0x09c4a3e2 x18=0x00000000
          21984	      1087	80000412	034fb933	mulhu	x18,x31,x20	 x31:0xff057b01 x20:0x00011000 x18=0x00010ef5
          22004	      1088	80000416	9cd6	c.add	x25,x21	 x25:0x00000000 x21:0x000001cd x25=0x000001cd
          22024	      1089	80000418	0098	c.addi4spn	x14,x2,64	 x14=0x571de43a
          22044	      1090	8000041a	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          22064	      1091	8000041c	717d	c.addi16sp	x2,-16	  x2:0x571de3fa  x2=0x571de3ea
          22084	      1092	8000041e	7597d817	auipc	x16,0x7597d	 x16=0xf597d41e
          22144	      1095	80000422	f805a713	slti	x14,x11,-128	 x11:0x00000013 x14=0x00000000
          22164	      1096	80000426	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          22264	      1101	80000428	02cda433	mulhsu	x8,x27,x12	 x27:0x09c4a3e2 x12:0xfa80b000  x8=0x098ef113
          22284	      1102	8000042c	8ed5	c.or	x13,x13	 x13:0x00000150 x13:0x00000150 x13=0x00000150
          22324	      1104	8000042e	007e4433	xor	x8,x28,x7	 x28:0x4c5d0a45  x7:0x00000000  x8=0x4c5d0a45
          22384	      1107	80000432	78414013	xori	x0,x2,1924	  x2:0x571de3ea  x0=0x00000000
          22464	      1111	80000436	021ec433	div	x8,x29,x1	 x29:0x00000000  x1:0x00000000  x8=0xffffffff
          22544	      1115	8000043a	02228033	mul	x0,x5,x2	  x5:0x00000000  x2:0x571de3ea  x0=0x00000000
          22564	      1116	8000043e	00e274b3	and	x9,x4,x14	  x4:0x17c4539e x14:0x00000000  x9=0x00000000
          22584	      1117	80000442	8c9a	c.mv	x25,x6	  x0:0x00000000  x6:0x0548af8e x25=0x0548af8e
          22684	      1122	80000444	03642333	mulhsu	x6,x8,x22	  x8:0xffffffff x22:0x12078029  x6=0xffffffff
          22764	      1126	80000448	0227a633	mulhsu	x12,x15,x2	 x15:0xffffffff  x2:0x571de3ea x12=0xffffffff
          22784	      1127	8000044c	39547813	andi	x16,x8,917	  x8:0xffffffff x16=0x00000395
          22804	      1128	80000450	86bd	c.srai	x13,0xf	 x13:0x00000150 x13=0x00000000
          23584	      1167	80000452	03b5d033	divu	x0,x11,x27	 x11:0x00000013 x27:0x09c4a3e2  x0=0x00000000
          23664	      1171	80000456	036c3633	mulhu	x12,x24,x22	 x24:0x00000000 x22:0x12078029 x12=0x00000000
          23684	      1172	8000045a	8e95	c.sub	x13,x13	 x13:0x00000000 x13:0x00000000 x13=0x00000000
          23704	      1173	8000045c	76fdb413	sltiu	x8,x27,1903	 x27:0x09c4a3e2  x8=0x00000000
          24444	      1210	80000460	026f5b33	divu	x22,x30,x6	 x30:0x00000000  x6:0xffffffff x22=0x00000000
          24464	      1211	80000464	00ef6633	or	x12,x30,x14	 x30:0x00000000 x14:0x00000000 x12=0x00000000
          24484	      1212	80000468	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          24504	      1213	8000046a	6605	c.lui	x12,0x1	 x12=0x00001000
          24524	      1214	8000046c	142b7a13	andi	x20,x22,322	 x22:0x00000000 x20=0x00000000
          24544	      1215	80000470	688bc013	xori	x0,x23,1672	 x23:0x00000001  x0=0x00000000
          24604	      1218	80000474	0514	c.addi4spn	x13,x2,640	 x13=0x571de66a
          24664	      1221	80000476	01a69c93	slli	x25,x13,0x1a	 x13:0x571de66a x25=0xa8000000
          25444	      1260	8000047a	02f044b3	div	x9,x0,x15	  x0:0x00000000 x15:0xffffffff  x9=0x00000000
          25484	      1262	8000047e	025a4bb3	div	x23,x20,x5	 x20:0x00000000  x5:0x00000000 x23=0xffffffff
          26224	      1299	80000482	0330ccb3	div	x25,x1,x19	  x1:0x00000000 x19:0x00000001 x25=0x00000000
          26244	      1300	80000486	0034db93	srli	x23,x9,0x3	  x9:0x00000000 x23=0x00000000
          26264	      1301	8000048a	8db5	c.xor	x11,x13	 x11:0x00000013 x13:0x571de66a x11=0x571de679
          26284	      1302	8000048c	008da133	slt	x2,x27,x8	 x27:0x09c4a3e2  x8:0x00000000  x2=0x00000000
          26344	      1305	80000490	e946f613	andi	x12,x13,-364	 x13:0x571de66a x12=0x571de600
          26404	      1308	80000494	98fd	c.andi	x9,-1	  x9:0x00000000  x9=0x00000000
          26424	      1309	80000496	40f1	c.li	x1,28	  x1=0x0000001c
          26484	      1312	80000498	0282c033	div	x0,x5,x8	  x5:0x00000000  x8:0x00000000  x0=0x00000000
          26524	      1314	8000049c	9bd28d93	addi	x27,x5,-1603	  x5:0x00000000 x27=0xfffff9bd
          26624	      1319	800004a0	027c00b3	mul	x1,x24,x7	 x24:0x00000000  x7:0x00000000  x1=0x00000000
          26704	      1323	800004a4	02ca1533	mulh	x10,x20,x12	 x20:0x00000000 x12:0x571de600 x10=0x00000000
          26724	      1324	800004a8	09c2	c.slli	x19,0x10	 x19:0x00000001 x19=0x00010000
          27484	      1362	800004aa	02c5ca33	div	x20,x11,x12	 x11:0x571de679 x12:0x571de600 x20=0x00000001
          27564	      1366	800004ae	03249133	mulh	x2,x9,x18	  x9:0x00000000 x18:0x00010ef5  x2=0x00000000
          27584	      1367	800004b2	e0323913	sltiu	x18,x4,-509	  x4:0x17c4539e x18=0x00000001
          27604	      1368	800004b6	805d	c.srli	x8,0x17	  x8:0x00000000  x8=0x00000000
          27624	      1369	800004b8	415a5bb3	sra	x23,x20,x21	 x20:0x00000001 x21:0x000001cd x23=0x00000000
          28384	      1407	800004bc	02c66033	rem	x0,x12,x12	 x12:0x571de600 x12:0x571de600  x0=0x00000000
          28404	      1408	800004c0	1108	c.addi4spn	x10,x2,160	 x10=0x000000a0
          28424	      1409	800004c2	78280197	auipc	x3,0x78280	  x3=0xf82804c2
          28444	      1410	800004c6	01361db3	sll	x27,x12,x19	 x12:0x571de600 x19:0x00010000 x27=0x571de600
          28504	      1413	800004ca	013f74b3	and	x9,x30,x19	 x30:0x00000000 x19:0x00010000  x9=0x00000000
          28564	      1416	800004ce	0017b133	sltu	x2,x15,x1	 x15:0xffffffff  x1:0x00000000  x2=0x00000000
          28624	      1419	800004d2	81063bb7	lui	x23,0x81063	 x23=0x81063000
          28684	      1422	800004d6	009aa033	slt	x0,x21,x9	 x21:0x000001cd  x9:0x00000000  x0=0x00000000
          28744	      1425	800004da	00fa5733	srl	x14,x20,x15	 x20:0x00000001 x15:0xffffffff x14=0x00000000
          28844	      1430	800004de	027f88b3	mul	x17,x31,x7	 x31:0xff057b01  x7:0x00000000 x17=0x00000000
          28864	      1431	800004e2	41315633	sra	x12,x2,x19	  x2:0x00000000 x19:0x00010000 x12=0x00000000
          28884	      1432	800004e6	60ad	c.lui	x1,0xb	  x1=0x0000b000
          28924	      1434	800004e8	8a75	c.andi	x12,29	 x12:0x00000000 x12=0x00000000
          28944	      1435	800004ea	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          28984	      1437	800004ec	01171733	sll	x14,x14,x17	 x14:0x00000000 x17:0x00000000 x14=0x00000000
          29044	      1440	800004f0	0072e533	or	x10,x5,x7	  x5:0x00000000  x7:0x00000000 x10=0x00000000
          29104	      1443	800004f4	a82fab93	slti	x23,x31,-1406	 x31:0xff057b01 x23=0x00000001
          29164	      1446	800004f8	9afd	c.andi	x13,-1	 x13:0x571de66a x13=0x571de66a
          29224	      1449	800004fa	70a70113	addi	x2,x14,1802	 x14:0x00000000  x2=0x0000070a
          29284	      1452	800004fe	01cd9193	slli	x3,x27,0x1c	 x27:0x571de600  x3=0x00000000
          29404	      1458	80000502	02d39233	mulh	x4,x7,x13	  x7:0x00000000 x13:0x571de66a  x4=0x00000000
          29424	      1459	80000506	00c7d813	srli	x16,x15,0xc	 x15:0xffffffff x16=0x000fffff
          29524	      1464	8000050a	02293db3	mulhu	x27,x18,x2	 x18:0x00000001  x2:0x0000070a x27=0x00000000
          29544	      1465	8000050e	23b1be37	lui	x28,0x23b1b	 x28=0x23b1b000
          29564	      1466	80000512	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          29584	      1467	80000514	018a4333	xor	x6,x20,x24	 x20:0x00000001 x24:0x00000000  x6=0x00000001
          29704	      1473	80000518	0312b9b3	mulhu	x19,x5,x17	  x5:0x00000000 x17:0x00000000 x19=0x00000000
          29724	      1474	8000051c	841d	c.srai	x8,0x7	  x8:0x00000000  x8=0x00000000
          29744	      1475	8000051e	9cde	c.add	x25,x23	 x25:0x00000000 x23:0x00000001 x25=0x00000001
          29764	      1476	80000520	00788833	add	x16,x17,x7	 x17:0x00000000  x7:0x00000000 x16=0x00000000
          29824	      1479	80000524	90ba	c.add	x1,x14	  x1:0x0000b000 x14:0x00000000  x1=0x0000b000
          29884	      1482	80000526	00647933	and	x18,x8,x6	  x8:0x00000000  x6:0x00000001 x18=0x00000000
          29944	      1485	8000052a	d9e44d93	xori	x27,x8,-610	  x8:0x00000000 x27=0xfffffd9e
          29964	      1486	8000052e	8eb5	c.xor	x13,x13	 x13:0x571de66a x13:0x571de66a x13=0x00000000
          30064	      1491	80000530	03fa96b3	mulh	x13,x21,x31	 x21:0x000001cd x31:0xff057b01 x13=0xfffffffe
          30084	      1492	80000534	86bd	c.srai	x13,0xf	 x13:0xfffffffe x13=0xffffffff
          30124	      1494	80000536	ae6bb293	sltiu	x5,x23,-1306	 x23:0x00000001  x5=0x00000001
          30184	      1497	8000053a	18934e13	xori	x28,x6,393	  x6:0x00000001 x28=0x00000188
          30244	      1500	8000053e	0028dab3	srl	x21,x17,x2	 x17:0x00000000  x2:0x0000070a x21=0x00000000
          30324	      1504	80000542	03d64ab3	div	x21,x12,x29	 x12:0x00000000 x29:0x00000000 x21=0xffffffff
          30364	      1506	80000546	41850cb3	sub	x25,x10,x24	 x10:0x00000000 x24:0x00000000 x25=0x00000000
          30384	      1507	8000054a	9afd	c.andi	x13,-1	 x13:0xffffffff x13=0xffffffff
          30424	      1509	8000054c	8c55	c.or	x8,x13	  x8:0x00000000 x13:0xffffffff  x8=0xffffffff
          30484	      1512	8000054e	58538cb7	lui	x25,0x58538	 x25=0x58538000
          30504	      1513	80000552	6775	c.lui	x14,0x1d	 x14=0x0001d000
          30564	      1516	80000554	020e6c33	rem	x24,x28,x0	 x28:0x00000188  x0:0x00000000 x24=0x00000188
          30604	      1518	80000558	8ed5	c.or	x13,x13	 x13:0xffffffff x13:0xffffffff x13=0xffffffff
          30664	      1521	8000055a	0069e133	or	x2,x19,x6	 x19:0x00000000  x6:0x00000001  x2=0x00000001
          30684	      1522	8000055e	8eb5	c.xor	x13,x13	 x13:0xffffffff x13:0xffffffff x13=0x00000000
          30724	      1524	80000560	0094	c.addi4spn	x13,x2,64	 x13=0x00000041
          31504	      1563	80000562	0219c733	div	x14,x19,x1	 x19:0x00000000  x1:0x0000b000 x14=0x00000000
          31524	      1564	80000566	00a84433	xor	x8,x16,x10	 x16:0x00000000 x10:0x00000000  x8=0x00000000
          32264	      1601	8000056a	021c4db3	div	x27,x24,x1	 x24:0x00000188  x1:0x0000b000 x27=0x00000000
          32284	      1602	8000056e	485d9eb7	lui	x29,0x485d9	 x29=0x485d9000
          32304	      1603	80000572	88fe8e93	addi	x29,x29,-1905	 x29:0x485d9000 x29=0x485d888f
          32324	      1604	80000576	4e01	c.li	x28,0	 x28=0x00000000
          32344	      1605	80000578	3cd1b2b7	lui	x5,0x3cd1b	  x5=0x3cd1b000
          32404	      1608	8000057c	65228293	addi	x5,x5,1618	  x5:0x3cd1b000  x5=0x3cd1b652
          32464	      1611	80000580	5ac35ab7	lui	x21,0x5ac35	 x21=0x5ac35000
          32524	      1614	80000584	eb7a8a93	addi	x21,x21,-329	 x21:0x5ac35000 x21=0x5ac34eb7
          32584	      1617	80000588	4d85	c.li	x27,1	 x27=0x00000001
          32604	      1618	8000058a	4b81	c.li	x23,0	 x23=0x00000000
          32644	      1620	8000058c	64badcb7	lui	x25,0x64bad	 x25=0x64bad000
          32704	      1623	80000590	dd2c8c93	addi	x25,x25,-558	 x25:0x64bad000 x25=0x64bacdd2
          32764	      1626	80000594	4c01	c.li	x24,0	 x24=0x00000000
          32784	      1627	80000596	4805	c.li	x16,1	 x16=0x00000001
          32824	      1629	80000598	5db187b7	lui	x15,0x5db18	 x15=0x5db18000
          32884	      1632	8000059c	c4778793	addi	x15,x15,-953	 x15:0x5db18000 x15=0x5db17c47
          32944	      1635	800005a0	59fd	c.li	x19,-1	 x19=0xffffffff
          33004	      1638	800005a2	a7a7b037	lui	x0,0xa7a7b	  x0=0x00000000
          33024	      1639	800005a6	717d	c.addi16sp	x2,-16	  x2:0x00000001  x2=0xfffffff1
          33064	      1641	800005a8	1cfd	c.addi	x25,-1	 x25:0x64bacdd2 x25=0x64bacdd1
          33084	      1642	800005aa	0314	c.addi4spn	x13,x2,384	 x13=0x00000171
          33144	      1645	800005ac	028c5833	divu	x16,x24,x8	 x24:0x00000000  x8:0x00000000 x16=0xffffffff
          33184	      1647	800005b0	61d5	c.lui	x3,0x15	  x3=0x00015000
          33204	      1648	800005b2	8f95	c.sub	x15,x13	 x15:0x5db17c47 x13:0x00000171 x15=0x5db17ad6
          33244	      1650	800005b4	004e06b3	add	x13,x28,x4	 x28:0x00000000  x4:0x00000000 x13=0x00000000
          33304	      1653	800005b8	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          33324	      1654	800005ba	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          33364	      1656	800005bc	01528eb3	add	x29,x5,x21	  x5:0x3cd1b652 x21:0x5ac34eb7 x29=0x97950509
          33424	      1659	800005c0	9da6	c.add	x27,x9	 x27:0x00000001  x9:0x00000000 x27=0x00000001
          33444	      1660	800005c2	6145	c.addi16sp	x2,48	  x2:0xfffffff1  x2=0x00000021
          33484	      1662	800005c4	1394	c.addi4spn	x13,x2,480	 x13=0x00000201
          33544	      1665	800005c6	01848033	add	x0,x9,x24	  x9:0x00000000 x24:0x00000000  x0=0x00000000
          33664	      1671	800005ca	02d5b333	mulhu	x6,x11,x13	 x11:0x571de679 x13:0x00000201  x6=0x000000ae
          33684	      1672	800005ce	003d9713	slli	x14,x27,0x3	 x27:0x00000001 x14=0x00000008
          33704	      1673	800005d2	8e95	c.sub	x13,x13	 x13:0x00000201 x13:0x00000201 x13=0x00000000
          33724	      1674	800005d4	04b6	c.slli	x9,0xd	  x9:0x00000000  x9=0x00000000
          33784	      1677	800005d6	00099b13	slli	x22,x19,0x0	 x19:0xffffffff x22=0xffffffff
          33804	      1678	800005da	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          33844	      1680	800005dc	86a1	c.srai	x13,0x8	 x13:0x00000000 x13=0x00000000
          33904	      1683	800005de	010e51b3	srl	x3,x28,x16	 x28:0x00000000 x16:0xffffffff  x3=0x00000000
          34684	      1722	800005e2	03d1eb33	rem	x22,x3,x29	  x3:0x00000000 x29:0x97950509 x22=0x00000000
          34704	      1723	800005e6	00a510b3	sll	x1,x10,x10	 x10:0x00000000 x10:0x00000000  x1=0x00000000
          34724	      1724	800005ea	717d	c.addi16sp	x2,-16	  x2:0x00000021  x2=0x00000011
          34744	      1725	800005ec	816d	c.srli	x10,0x1b	 x10:0x00000000 x10=0x00000000
          34764	      1726	800005ee	9c7a	c.add	x24,x30	 x24:0x00000000 x30:0x00000000 x24=0x00000000
          34804	      1728	800005f0	0025e033	or	x0,x11,x2	 x11:0x571de679  x2:0x00000011  x0=0x00000000
          34864	      1731	800005f4	9616ba93	sltiu	x21,x13,-1695	 x13:0x00000000 x21=0x00000001
          34924	      1734	800005f8	87b1	c.srai	x15,0xc	 x15:0x5db17ad6 x15=0x0005db17
          34944	      1735	800005fa	86f9	c.srai	x13,0x1e	 x13:0x00000000 x13=0x00000000
          34984	      1737	800005fc	401fd293	srai	x5,x31,0x1	 x31:0xff057b01  x5=0xff82bd80
          35044	      1740	80000600	717d	c.addi16sp	x2,-16	  x2:0x00000011  x2=0x00000001
          35164	      1746	80000602	0309a333	mulhsu	x6,x19,x16	 x19:0xffffffff x16:0xffffffff  x6=0xffffffff
          35184	      1747	80000606	11f5c837	lui	x16,0x11f5c	 x16=0x11f5c000
          35224	      1749	8000060a	41c202b3	sub	x5,x4,x28	  x4:0x00000000 x28:0x00000000  x5=0x00000000
          35284	      1752	8000060e	00b29d93	slli	x27,x5,0xb	  x5:0x00000000 x27=0x00000000
          35344	      1755	80000612	241d6293	ori	x5,x26,577	 x26:0x8000ae64  x5=0x8000ae65
          35404	      1758	80000616	402d5633	sra	x12,x26,x2	 x26:0x8000ae64  x2:0x00000001 x12=0xc0005732
          35424	      1759	8000061a	8ef5	c.and	x13,x13	 x13:0x00000000 x13:0x00000000 x13=0x00000000
          35464	      1761	8000061c	00fa91b3	sll	x3,x21,x15	 x21:0x00000001 x15:0x0005db17  x3=0x00800000
          35524	      1764	80000620	41950433	sub	x8,x10,x25	 x10:0x00000000 x25:0x64bacdd1  x8=0x9b45322f
          35584	      1767	80000624	78226113	ori	x2,x4,1922	  x4:0x00000000  x2=0x00000782
          35644	      1770	80000628	52fd	c.li	x5,-1	  x5=0xffffffff
          35664	      1771	8000062a	9766	c.add	x14,x25	 x14:0x00000008 x25:0x64bacdd1 x14=0x64bacdd9
          35704	      1773	8000062c	a5d9fb93	andi	x23,x19,-1443	 x19:0xffffffff x23=0xfffffa5d
          35824	      1779	80000630	03a533b3	mulhu	x7,x10,x26	 x10:0x00000000 x26:0x8000ae64  x7=0x00000000
          35844	      1780	80000634	4625	c.li	x12,9	 x12=0x00000009
          35884	      1782	80000636	ba9f7693	andi	x13,x30,-1111	 x30:0x00000000 x13=0x00000000
          35944	      1785	8000063a	2b89e293	ori	x5,x19,696	 x19:0xffffffff  x5=0xffffffff
          36004	      1788	8000063e	008d2cb3	slt	x25,x26,x8	 x26:0x8000ae64  x8:0x9b45322f x25=0x00000001
          36064	      1791	80000642	41400433	sub	x8,x0,x20	  x0:0x00000000 x20:0x00000001  x8=0xffffffff
          36124	      1794	80000646	2a77ca93	xori	x21,x15,679	 x15:0x0005db17 x21=0x0005d9b0
          36184	      1797	8000064a	014d42b3	xor	x5,x26,x20	 x26:0x8000ae64 x20:0x00000001  x5=0x8000ae65
          36304	      1803	8000064e	0263a533	mulhsu	x10,x7,x6	  x7:0x00000000  x6:0xffffffff x10=0x00000000
          36324	      1804	80000652	8f08d117	auipc	x2,0x8f08d	  x2=0x0f08d652
          36364	      1806	80000656	00b13433	sltu	x8,x2,x11	  x2:0x0f08d652 x11:0x571de679  x8=0x00000001
          36384	      1807	8000065a	53fd	c.li	x7,-1	  x7=0xffffffff
          36424	      1809	8000065c	4c726e93	ori	x29,x4,1223	  x4:0x00000000 x29=0x000004c7
          36484	      1812	80000660	01515893	srli	x17,x2,0x15	  x2:0x0f08d652 x17=0x00000078
          36544	      1815	80000664	5320fa93	andi	x21,x1,1330	  x1:0x00000000 x21=0x00000000
          36604	      1818	80000668	697fcc13	xori	x24,x31,1687	 x31:0xff057b01 x24=0xff057d96
          36664	      1821	8000066c	e7d12993	slti	x19,x2,-387	  x2:0x0f08d652 x19=0x00000000
          36724	      1824	80000670	0167f6b3	and	x13,x15,x22	 x15:0x0005db17 x22:0x00000000 x13=0x00000000
          36784	      1827	80000674	9c7e	c.add	x24,x31	 x24:0xff057d96 x31:0xff057b01 x24=0xfe0af897
          36804	      1828	80000676	8ebd	c.xor	x13,x15	 x13:0x00000000 x15:0x0005db17 x13=0x0005db17
          36844	      1830	80000678	f8005337	lui	x6,0xf8005	  x6=0xf8005000
          36924	      1834	8000067c	02a8e7b3	rem	x15,x17,x10	 x17:0x00000078 x10:0x00000000 x15=0x00000078
          36964	      1836	80000680	5bd3f813	andi	x16,x7,1469	  x7:0xffffffff x16=0x000005bd
          37064	      1841	80000684	02fe8b33	mul	x22,x29,x15	 x29:0x000004c7 x15:0x00000078 x22=0x00023d48
          37084	      1842	80000688	8ef5	c.and	x13,x13	 x13:0x0005db17 x13:0x0005db17 x13=0x0005db17
          37104	      1843	8000068a	717d	c.addi16sp	x2,-16	  x2:0x0f08d652  x2=0x0f08d642
          37144	      1845	8000068c	00f6	c.slli	x1,0x1d	  x1:0x00000000  x1=0x00000000
          37204	      1848	8000068e	4190d213	srai	x4,x1,0x19	  x1:0x00000000  x4=0x00000000
          37224	      1849	80000692	82ad	c.srli	x13,0xb	 x13:0x0005db17 x13=0x000000bb
          37264	      1851	80000694	9b3a	c.add	x22,x14	 x22:0x00023d48 x14:0x64bacdd9 x22=0x64bd0b21
          37324	      1854	80000696	00cfb033	sltu	x0,x31,x12	 x31:0xff057b01 x12:0x00000009  x0=0x00000000
          37344	      1855	8000069a	9bae	c.add	x23,x11	 x23:0xfffffa5d x11:0x571de679 x23=0x571de0d6
          37444	      1860	8000069c	03032033	mulhsu	x0,x6,x16	  x6:0xf8005000 x16:0x000005bd  x0=0x00000000
          37464	      1861	800006a0	407edab3	sra	x21,x29,x7	 x29:0x000004c7  x7:0xffffffff x21=0x00000000
          37504	      1863	800006a4	40485c13	srai	x24,x16,0x4	 x16:0x000005bd x24=0x0000005b
